дата,тип пожара,type_id,долгота,широта,время устранения пожара
2012-05-14,Лесной пожар,3,102.0741,54.9795,3
2012-05-14,Неконтролируемый пал,1,101.7537,55.5869,2
2012-05-14,Лесной пожар,3,101.1209,55.7175,5
2012-05-14,Лесной пожар,3,101.0839,55.4822,2
2012-05-14,Лесной пожар,3,100.8342,55.5443,3
2012-05-14,Лесной пожар,3,101.1703,55.9855,2
2012-05-14,Лесной пожар,3,101.8709,56.2645,3
2012-05-14,Лесной пожар,3,102.0826,56.4543,3
2012-05-14,Неконтролируемый пал,1,97.8987,56.7795,1
2012-05-14,Неконтролируемый пал,1,97.9831,56.737,2
2012-05-14,Неконтролируемый пал,1,97.9859,56.6289,5
2012-05-14,Неконтролируемый пал,1,98.0519,56.0869,3
2012-05-14,Неконтролируемый пал,1,98.1354,56.0815,2
2012-05-14,Неконтролируемый пал,1,97.9368,56.0186,2
2012-05-14,Неконтролируемый пал,1,97.8861,55.9439,3
2012-05-14,Неконтролируемый пал,1,97.9011,55.9044,5
2012-05-14,Неконтролируемый пал,1,97.6852,55.9816,3
2012-05-14,Лесной пожар,3,98.5464,56.1405,4
2012-05-14,Лесной пожар,3,98.7716,55.3374,2
2012-05-14,Лесной пожар,3,99.4062,55.1499,3
2012-05-14,Лесной пожар,3,102.0175,53.9022,2
2012-05-14,Природный пожар,4,102.0323,53.8857,2
2012-05-14,Неконтролируемый пал,1,102.0658,53.8999,2
2012-05-14,Неконтролируемый пал,1,103.5191,52.8025,2
2012-05-14,Неконтролируемый пал,1,103.3812,52.5462,2
2012-05-14,Неконтролируемый пал,1,103.2918,52.5396,2
2012-05-14,Природный пожар,4,103.4426,52.4612,3
2012-05-14,Неконтролируемый пал,1,104.5363,52.3667,5
2012-05-14,Лесной пожар,3,84.2304,54.1992,1
2012-05-14,Лесной пожар,3,83.8249,54.3112,3
2012-05-14,Лесной пожар,3,83.9222,54.5713,3
2012-05-14,Лесной пожар,3,85.1577,54.6369,1
2012-05-14,Лесной пожар,3,86.2631,54.4261,4
2012-05-14,Лесной пожар,3,86.8212,54.5577,2
2012-05-14,Лесной пожар,3,86.5998,54.6911,1
2012-05-14,Лесной пожар,3,79.831,56.0732,3
2012-05-14,Лесной пожар,3,77.7945,56.3105,2
2012-05-14,Лесной пожар,3,76.6129,55.8114,3
2012-05-14,Лесной пожар,3,78.4673,55.106,3
2012-05-14,Лесной пожар,3,77.84,54.4378,5
2012-05-14,Лесной пожар,3,85.1455,56.0252,3
2012-05-14,Лесной пожар,3,62.6875,61.1675,2
2012-05-14,Лесной пожар,3,67.7274,61.5688,2
2012-05-14,Лесной пожар,3,68.4949,60.9886,5
2012-05-14,Лесной пожар,3,68.8967,61.0418,2
2012-05-14,Лесной пожар,3,68.9192,60.9903,3
2012-05-14,Лесной пожар,3,69.3632,61.0896,4
2012-05-14,Природный пожар,4,69.4434,61.0968,3
2012-05-14,Лесной пожар,3,69.7033,61.1468,3
2012-05-14,Лесной пожар,3,69.1411,61.223,5
2012-05-14,Природный пожар,4,69.4813,60.9078,1
2012-05-14,Природный пожар,4,69.5229,60.8952,3
2012-05-14,Лесной пожар,3,68.5822,58.6809,3
2012-05-14,Лесной пожар,3,67.2384,57.735,2
2012-05-14,Лесной пожар,3,66.4282,57.3247,3
2012-05-14,Лесной пожар,3,65.644,57.2418,5
2012-05-14,Лесной пожар,3,64.2424,56.1695,3
2012-05-14,Лесной пожар,3,71.375,54.2519,3
2012-05-14,Лесной пожар,3,72.2058,55.2057,5
2012-05-14,Лесной пожар,3,71.6321,55.2033,3
2012-05-14,Лесной пожар,3,70.9417,55.272,2
2012-05-14,Лесной пожар,3,138.9382,49.9448,3
2012-05-14,Лесной пожар,3,139.3403,50.1033,3
2012-05-14,Лесной пожар,3,139.3808,50.1238,1
2012-05-14,Лесной пожар,3,139.3626,50.1406,5
2012-05-14,Лесной пожар,3,139.6236,50.1545,4
2012-05-14,Лесной пожар,3,139.874,51.6167,3
2012-05-14,Лесной пожар,3,139.9219,51.6718,2
2012-05-14,Лесной пожар,3,140.2695,51.9642,3
2012-05-14,Лесной пожар,3,140.3538,51.9265,2
2012-05-14,Лесной пожар,3,140.2847,51.8831,3
2012-05-14,Лесной пожар,3,140.1101,52.0298,5
2012-05-14,Лесной пожар,3,140.3004,52.0854,2
2012-05-14,Лесной пожар,3,140.2436,53.2101,3
2012-05-14,Лесной пожар,3,140.2853,53.1976,2
2012-05-14,Лесной пожар,3,140.0456,53.2694,3
2012-05-14,Лесной пожар,3,132.3202,51.4041,3
2012-05-14,Лесной пожар,3,139.1001,51.4037,4
2012-05-14,Природный пожар,4,142.7384,50.4171,2
2012-05-14,Неконтролируемый пал,1,139.8195,65.8692,3
2012-05-14,Неконтролируемый пал,1,139.4051,68.2898,2
2012-05-14,Неконтролируемый пал,1,139.4037,68.3098,2
2012-05-14,Лесной пожар,3,122.8873,54.2765,5
2012-05-14,Контролируемый пал,5,122.9366,54.2661,2
2012-05-14,Лесной пожар,3,122.851,54.2315,3
2012-05-14,Лесной пожар,3,123.0087,54.2136,2
2012-05-14,Лесной пожар,3,123.0515,54.1423,3
2012-05-14,Лесной пожар,3,123.0994,54.0851,2
2012-05-14,Лесной пожар,3,123.1024,54.0755,2
2012-05-14,Лесной пожар,3,123.1262,54.088,4
2012-05-14,Лесной пожар,3,123.0475,54.0596,2
2012-05-14,Лесной пожар,3,123.1182,53.874,1
2012-05-14,Неконтролируемый пал,1,123.4366,53.8064,2
2012-05-14,Лесной пожар,3,123.5182,53.7534,1
2012-05-14,Неконтролируемый пал,1,123.6661,53.7901,2
2012-05-14,Неконтролируемый пал,1,123.7446,53.8135,2
2012-05-14,Лесной пожар,3,123.7896,53.7758,2
2012-05-14,Лесной пожар,3,124.3352,53.7354,5
2012-05-14,Неконтролируемый пал,1,124.3665,53.7488,5
2012-05-14,Неконтролируемый пал,1,124.4442,53.8581,3
2012-05-14,Лесной пожар,3,124.596,53.9136,3
2012-05-14,Неконтролируемый пал,1,124.9424,53.9377,2
2012-05-14,Неконтролируемый пал,1,125.1402,53.9943,2
2012-05-14,Неконтролируемый пал,1,125.2577,53.7989,5
2012-05-14,Неконтролируемый пал,1,125.2779,53.7638,3
2012-05-14,Неконтролируемый пал,1,125.3224,53.7164,5
2012-05-14,Неконтролируемый пал,1,125.4534,53.735,3
2012-05-14,Природный пожар,4,125.3505,53.8063,2
2012-05-14,Лесной пожар,3,124.7313,53.3419,4
2012-05-14,Лесной пожар,3,124.7301,53.3282,3
2012-05-14,Лесной пожар,3,124.7359,53.308,2
2012-05-14,Неконтролируемый пал,1,124.7091,53.2549,3
2012-05-14,Неконтролируемый пал,1,124.6986,53.2338,3
2012-05-14,Неконтролируемый пал,1,125.0555,53.2209,3
2012-05-14,Неконтролируемый пал,1,124.1256,54.2324,3
2012-05-14,Лесной пожар,3,123.8069,54.3019,4
2012-05-14,Лесной пожар,3,123.7551,54.3273,5
2012-05-14,Контролируемый пал,5,123.7428,54.3509,2
2012-05-14,Лесной пожар,3,123.7246,54.2993,3
2012-05-14,Лесной пожар,3,123.6466,54.3162,2
2012-05-14,Лесной пожар,3,123.6107,54.3226,3
2012-05-14,Лесной пожар,3,123.5587,54.3172,5
2012-05-14,Лесной пожар,3,123.5526,54.3064,4
2012-05-14,Неконтролируемый пал,1,123.9564,54.6671,1
2012-05-14,Лесной пожар,3,122.8719,54.9876,3
2012-05-14,Лесной пожар,3,122.476,55.9958,3
2012-05-14,Лесной пожар,3,127.8058,54.8261,3
2012-05-14,Лесной пожар,3,127.9819,54.3942,3
2012-05-14,Лесной пожар,3,133.0447,50.3083,3
2012-05-14,Природный пожар,4,136.9491,49.5801,3
2012-05-14,Неконтролируемый пал,1,136.1343,48.9359,2
2012-05-14,Неконтролируемый пал,1,137.0796,48.4248,1
2012-05-14,Лесной пожар,3,121.7863,61.8418,2
2012-05-14,Неконтролируемый пал,1,122.4836,63.3172,3
2012-05-14,Природный пожар,4,122.1366,64.5873,2
2012-05-14,Лесной пожар,3,96.8553,56.9071,3
2012-05-14,Природный пожар,4,96.4263,56.7459,2
2012-05-14,Природный пожар,4,98.8052,58.0394,5
2012-05-14,Природный пожар,4,97.612,56.0337,1
2012-05-14,Лесной пожар,3,101.4084,56.5216,4
2012-05-14,Лесной пожар,3,101.5147,56.3656,5
2012-05-14,Лесной пожар,3,101.1059,55.7246,3
2012-05-14,Лесной пожар,3,98.8115,55.3373,3
2012-05-14,Природный пожар,4,100.3788,54.757,3
2012-05-14,Природный пожар,4,100.141,54.6276,3
2012-05-14,Лесной пожар,3,102.0617,54.5966,2
2012-05-14,Лесной пожар,3,102.0769,53.9066,2
2012-05-14,Лесной пожар,3,102.4396,52.966,5
2012-05-14,Неконтролируемый пал,1,103.2756,52.5619,4
2012-05-14,Неконтролируемый пал,1,106.706,52.3106,2
2012-05-14,Неконтролируемый пал,1,104.2901,50.293,2
2012-05-14,Неконтролируемый пал,1,102.4972,58.1895,3
2012-05-14,Неконтролируемый пал,1,68.4978,60.9939,3
2012-05-14,Неконтролируемый пал,1,69.6001,61.2504,3
2012-05-14,Неконтролируемый пал,1,69.9568,61.2727,2
2012-05-14,Неконтролируемый пал,1,70.2803,61.3092,3
2012-05-14,Лесной пожар,3,69.3867,61.0942,4
2012-05-14,Неконтролируемый пал,1,69.3444,60.5044,2
2012-05-14,Неконтролируемый пал,1,70.8142,60.7484,3
2012-05-14,Неконтролируемый пал,1,72.0871,61.2549,5
2012-05-14,Природный пожар,4,74.158,61.2087,5
2012-05-14,Лесной пожар,3,74.3582,61.2005,2
2012-05-14,Лесной пожар,3,74.2635,61.213,3
2012-05-14,Лесной пожар,3,68.5917,58.7273,2
2012-05-14,Лесной пожар,3,70.5937,57.8052,2
2012-05-14,Лесной пожар,3,76.7976,60.6547,1
2012-05-14,Природный пожар,4,76.9525,60.6896,2
2012-05-14,Природный пожар,4,76.9618,60.647,3
2012-05-14,Лесной пожар,3,76.2487,60.9573,3
2012-05-14,Лесной пожар,3,76.127,60.9244,1
2012-05-14,Лесной пожар,3,81.6031,58.7978,4
2012-05-14,Лесной пожар,3,81.8612,58.6243,3
2012-05-14,Природный пожар,4,82.74,58.4059,3
2012-05-14,Неконтролируемый пал,1,83.9914,57.566,2
2012-05-14,Неконтролируемый пал,1,83.7627,57.2323,2
2012-05-14,Лесной пожар,3,84.1726,56.6666,2
2012-05-14,Лесной пожар,3,84.048,56.5069,3
2012-05-14,Лесной пожар,3,84.4981,56.4215,2
2012-05-14,Неконтролируемый пал,1,84.6013,56.481,3
2012-05-14,Лесной пожар,3,85.4585,56.6323,2
2012-05-14,Неконтролируемый пал,1,86.0263,56.9775,2
2012-05-14,Лесной пожар,3,86.3802,57.178,2
2012-05-14,Лесной пожар,3,86.1952,57.2798,4
2012-05-14,Лесной пожар,3,85.8861,57.438,3
2012-05-14,Неконтролируемый пал,1,85.5658,57.6051,5
2012-05-14,Неконтролируемый пал,1,85.1642,57.829,5
2012-05-14,Неконтролируемый пал,1,85.372,58.524,3
2012-05-14,Природный пожар,4,85.3901,58.5704,3
2012-05-14,Природный пожар,4,86.8006,56.6401,3
2012-05-15,Лесной пожар,3,91.9753,58.3915,2
2012-05-15,Лесной пожар,3,92.3158,58.398,1
2012-05-15,Лесной пожар,3,91.9875,58.5564,3
2012-05-15,Лесной пожар,3,92.0368,58.1355,2
2012-05-15,Лесной пожар,3,93.0434,57.6116,3
2012-05-15,Лесной пожар,3,93.2621,57.651,3
2012-05-15,Лесной пожар,3,93.2279,57.7449,5
2012-05-15,Лесной пожар,3,93.0814,58.0211,3
2012-05-15,Лесной пожар,3,92.7984,58.0699,1
2012-05-15,Природный пожар,4,92.7459,58.0786,1
2012-05-15,Природный пожар,4,92.6788,58.0513,3
2012-05-15,Природный пожар,4,92.8221,58.1201,4
2012-05-15,Природный пожар,4,92.4827,58.1696,5
2012-05-15,Лесной пожар,3,94.734,57.5276,3
2012-05-15,Лесной пожар,3,95.4003,57.4279,4
2012-05-15,Лесной пожар,3,95.1313,56.7838,2
2012-05-15,Лесной пожар,3,94.8574,55.2475,3
2012-05-15,Лесной пожар,3,94.8968,55.2005,5
2012-05-15,Лесной пожар,3,94.7783,55.1577,5
2012-05-15,Лесной пожар,3,95.065,55.1162,1
2012-05-15,Лесной пожар,3,100.1525,54.4254,3
2012-05-15,Лесной пожар,3,100.1169,54.4961,2
2012-05-15,Лесной пожар,3,100.2083,54.5457,2
2012-05-15,Лесной пожар,3,100.2615,54.6323,2
2012-05-15,Лесной пожар,3,100.0053,54.6506,4
2012-05-15,Лесной пожар,3,100.2576,54.7547,3
2012-05-15,Лесной пожар,3,87.6101,50.6477,4
2012-05-15,Лесной пожар,3,88.1323,50.9948,2
2012-05-15,Лесной пожар,3,86.0577,51.0298,5
2012-05-15,Лесной пожар,3,85.2185,51.6908,2
2012-05-15,Лесной пожар,3,80.2642,53.2712,5
2012-05-15,Лесной пожар,3,91.3929,51.0574,1
2012-05-15,Лесной пожар,3,91.4319,51.6843,3
2012-05-15,Лесной пожар,3,91.0448,51.4986,4
2012-05-15,Лесной пожар,3,91.1242,51.4077,1
2012-05-15,Лесной пожар,3,90.4113,51.5471,4
2012-05-15,Лесной пожар,3,90.5254,51.6039,3
2012-05-15,Лесной пожар,3,89.7484,52.7101,3
2012-05-15,Лесной пожар,3,90.1012,54.2242,5
2012-05-15,Лесной пожар,3,89.2939,54.3495,3
2012-05-15,Лесной пожар,3,87.3347,54.0962,2
2012-05-15,Контролируемый пал,5,87.2464,53.7018,1
2012-05-15,Лесной пожар,3,82.9219,53.4685,3
2012-05-15,Лесной пожар,3,91.2066,54.5617,3
2012-05-15,Лесной пожар,3,92.2187,54.5236,4
2012-05-15,Лесной пожар,3,92.5453,54.2949,2
2012-05-15,Лесной пожар,3,92.7369,54.2708,2
2012-05-15,Лесной пожар,3,92.4175,54.1338,4
2012-05-15,Лесной пожар,3,92.367,54.015,2
2012-05-15,Лесной пожар,3,92.5237,53.9531,4
2012-05-15,Лесной пожар,3,92.5509,53.9661,1
2012-05-15,Лесной пожар,3,92.83,53.7706,4
2012-05-15,Лесной пожар,3,92.8713,53.7228,3
2012-05-15,Лесной пожар,3,92.8422,53.6432,3
2012-05-15,Лесной пожар,3,92.7637,53.6178,1
2012-05-15,Лесной пожар,3,92.8928,53.5051,3
2012-05-15,Лесной пожар,3,100.5985,54.1453,1
2012-05-15,Лесной пожар,3,100.6923,54.3049,4
2012-05-15,Лесной пожар,3,98.0483,54.6864,2
2012-05-15,Лесной пожар,3,102.8283,50.9372,4
2012-05-15,Лесной пожар,3,102.8365,50.8999,2
2012-05-15,Лесной пожар,3,102.7051,50.8926,5
2012-05-15,Лесной пожар,3,102.6417,50.889,5
2012-05-15,Лесной пожар,3,102.6516,50.9329,1
2012-05-15,Природный пожар,4,102.3841,50.7831,3
2012-05-15,Лесной пожар,3,103.587,50.7392,2
2012-05-15,Лесной пожар,3,103.6539,50.7632,4
2012-05-15,Лесной пожар,3,103.725,50.7666,3
2012-05-15,Лесной пожар,3,46.8148,54.0872,3
2012-05-15,Лесной пожар,3,43.0503,49.531,3
2012-05-15,Лесной пожар,3,122.7308,54.9798,3
2012-05-15,Лесной пожар,3,123.8173,54.2958,4
2012-05-15,Лесной пожар,3,123.8205,54.2904,3
2012-05-15,Лесной пожар,3,123.9518,54.2644,4
2012-05-15,Лесной пожар,3,123.955,54.2411,1
2012-05-15,Лесной пожар,3,123.9873,54.1785,1
2012-05-15,Лесной пожар,3,124.0981,54.2557,2
2012-05-15,Лесной пожар,3,124.0945,54.261,3
2012-05-15,Природный пожар,4,123.3243,53.8184,3
2012-05-15,Лесной пожар,3,122.3898,53.9794,3
2012-05-15,Лесной пожар,3,122.2058,54.0411,1
2012-05-15,Лесной пожар,3,122.202,54.0469,3
2012-05-15,Лесной пожар,3,122.274,54.1031,2
2012-05-15,Лесной пожар,3,122.1442,54.1914,2
2012-05-15,Природный пожар,4,139.8083,51.6201,3
2012-05-15,Природный пожар,4,139.8841,51.6114,1
2012-05-15,Лесной пожар,3,140.2058,51.815,3
2012-05-15,Лесной пожар,3,140.1816,52.0009,3
2012-05-15,Неконтролируемый пал,1,140.3645,51.962,1
2012-05-15,Лесной пожар,3,140.3658,51.9567,5
2012-05-15,Лесной пожар,3,140.3805,51.9401,3
2012-05-15,Лесной пожар,3,140.3404,51.9367,5
2012-05-15,Лесной пожар,3,140.3427,51.915,2
2012-05-15,Лесной пожар,3,140.0611,53.293,2
2012-05-15,Лесной пожар,3,140.3261,53.212,2
2012-05-15,Лесной пожар,3,139.3243,50.1328,2
2012-05-15,Лесной пожар,3,139.3253,50.1278,5
2012-05-15,Лесной пожар,3,139.4016,50.1167,4
2012-05-15,Лесной пожар,3,139.3956,50.1068,3
2012-05-15,Лесной пожар,3,139.6437,50.1431,2
2012-05-15,Лесной пожар,3,138.9587,49.9628,3
2012-05-15,Лесной пожар,3,138.9585,49.9523,2
2012-05-15,Лесной пожар,3,122.7111,54.9978,3
2012-05-15,Лесной пожар,3,123.994,54.6716,2
2012-05-15,Лесной пожар,3,123.7305,54.3653,4
2012-05-15,Лесной пожар,3,123.7405,54.3455,5
2012-05-15,Контролируемый пал,5,123.567,54.3308,3
2012-05-15,Лесной пожар,3,123.5672,54.3184,4
2012-05-15,Лесной пожар,3,123.9763,54.2793,3
2012-05-15,Лесной пожар,3,124.0001,54.2598,5
2012-05-15,Лесной пожар,3,123.0698,54.1797,3
2012-05-15,Лесной пожар,3,123.0835,54.0614,3
2012-05-15,Лесной пожар,3,123.094,54.0455,3
2012-05-15,Лесной пожар,3,122.7949,53.9417,3
2012-05-15,Лесной пожар,3,123.1236,53.8812,2
2012-05-15,Лесной пожар,3,123.3179,53.8272,4
2012-05-15,Лесной пожар,3,123.3185,53.8192,2
2012-05-15,Лесной пожар,3,124.7584,53.8185,2
2012-05-15,Лесной пожар,3,124.7048,53.7623,2
2012-05-15,Лесной пожар,3,122.2908,54.1567,5
2012-05-15,Лесной пожар,3,122.8601,54.2189,3
2012-05-15,Лесной пожар,3,122.8516,54.2619,3
2012-05-15,Лесной пожар,3,122.8883,54.2931,2
2012-05-15,Неконтролируемый пал,1,85.2982,58.5403,3
2012-05-15,Неконтролируемый пал,1,92.0676,58.5547,4
2012-05-15,Неконтролируемый пал,1,91.8027,58.3946,3
2012-05-15,Неконтролируемый пал,1,91.7568,57.9741,2
2012-05-15,Неконтролируемый пал,1,92.3355,57.871,3
2012-05-15,Неконтролируемый пал,1,92.777,58.0462,5
2012-05-15,Лесной пожар,3,92.8554,57.2783,2
2012-05-15,Лесной пожар,3,92.9352,56.9659,3
2012-05-15,Лесной пожар,3,94.541,56.8851,3
2012-05-15,Лесной пожар,3,93.9103,55.8637,3
2012-05-15,Лесной пожар,3,94.941,55.7054,3
2012-05-15,Лесной пожар,3,94.9825,55.6601,3
2012-05-15,Лесной пожар,3,95.1007,55.0527,3
2012-05-15,Лесной пожар,3,92.7721,54.2834,5
2012-05-15,Контролируемый пал,5,92.2628,54.5216,2
2012-05-15,Лесной пожар,3,91.1999,54.5548,2
2012-05-15,Лесной пожар,3,90.2371,54.7989,3
2012-05-15,Лесной пожар,3,91.6864,55.493,2
2012-05-15,Лесной пожар,3,89.0009,55.4857,3
2012-05-15,Лесной пожар,3,89.6199,56.1402,3
2012-05-15,Лесной пожар,3,95.4389,57.4179,3
2012-05-15,Лесной пожар,3,96.9735,57.5688,3
2012-05-15,Лесной пожар,3,97.5722,57.3847,3
2012-05-15,Лесной пожар,3,97.1936,56.9605,3
2012-05-15,Лесной пожар,3,97.7826,56.6852,3
2012-05-15,Лесной пожар,3,98.0302,56.6587,5
2012-05-15,Лесной пожар,3,98.872,58.1011,3
2012-05-15,Неконтролируемый пал,1,102.2479,58.5358,2
2012-05-15,Неконтролируемый пал,1,102.8271,58.0152,5
2012-05-15,Лесной пожар,3,102.5041,57.7782,3
2012-05-15,Природный пожар,4,102.1961,57.3515,3
2012-05-15,Природный пожар,4,102.5379,57.2749,3
2012-05-15,Лесной пожар,3,105.2349,56.8511,2
2012-05-15,Лесной пожар,3,107.1043,58.1358,5
2012-05-15,Лесной пожар,3,100.4378,54.7377,2
2012-05-15,Лесной пожар,3,100.2946,54.7446,2
2012-05-15,Лесной пожар,3,100.2771,54.5959,3
2012-05-15,Неконтролируемый пал,1,100.2651,54.5224,2
2012-05-15,Неконтролируемый пал,1,100.1376,54.5604,2
2012-05-15,Неконтролируемый пал,1,99.5561,54.4402,4
2012-05-15,Лесной пожар,3,101.9739,54.2279,4
2012-05-15,Неконтролируемый пал,1,101.8664,53.5279,4
2012-05-15,Лесной пожар,3,102.228,52.9216,3
2012-05-15,Лесной пожар,3,103.3404,52.9272,4
2012-05-15,Лесной пожар,3,103.3958,53.0962,3
2012-05-15,Лесной пожар,3,103.484,52.4688,3
2012-05-15,Лесной пожар,3,103.703,52.5001,3
2012-05-15,Лесной пожар,3,103.9968,52.5816,3
2012-05-15,Контролируемый пал,5,104.0147,52.2851,2
2012-05-15,Неконтролируемый пал,1,104.5102,52.3566,3
2012-05-15,Лесной пожар,3,104.5014,52.3925,1
2012-05-15,Лесной пожар,3,104.0961,51.9492,5
2012-05-15,Лесной пожар,3,101.9167,51.7605,1
2012-05-15,Лесной пожар,3,105.0994,50.3996,2
2012-05-15,Лесной пожар,3,98.051,54.6874,2
2012-05-15,Лесной пожар,3,98.9238,56.9715,5
2012-05-15,Лесной пожар,3,101.5426,56.3879,2
2012-05-15,Лесной пожар,3,101.8088,56.3015,2
2012-05-15,Лесной пожар,3,101.9077,56.253,3
2012-05-15,Лесной пожар,3,101.7178,58.1397,3
2012-05-15,Лесной пожар,3,102.8695,58.3402,5
2012-05-15,Природный пожар,4,98.8847,58.0954,3
2012-05-15,Лесной пожар,3,92.2766,54.5357,3
2012-05-15,Лесной пожар,3,92.2521,54.5173,5
2012-05-15,Лесной пожар,3,74.1327,61.2113,3
2012-05-15,Лесной пожар,3,73.6282,61.017,2
2012-05-16,Лесной пожар,3,123.9453,54.6681,3
2012-05-16,Лесной пожар,3,122.7373,54.973,5
2012-05-16,Лесной пожар,3,122.2198,54.1875,3
2012-05-16,Лесной пожар,3,122.1221,54.1994,5
2012-05-16,Лесной пожар,3,122.2656,54.1014,3
2012-05-16,Лесной пожар,3,126.0179,52.917,2
2012-05-16,Лесной пожар,3,129.7063,49.6126,5
2012-05-16,Лесной пожар,3,131.3314,47.9431,3
2012-05-16,Лесной пожар,3,131.8222,54.6245,1
2012-05-16,Лесной пожар,3,139.87,53.3316,3
2012-05-16,Лесной пожар,3,140.0621,53.2877,3
2012-05-16,Лесной пожар,3,140.0461,53.2589,2
2012-05-16,Лесной пожар,3,140.2597,51.9994,3
2012-05-16,Лесной пожар,3,139.8425,51.6304,3
2012-05-16,Лесной пожар,3,139.7241,51.6091,2
2012-05-16,Лесной пожар,3,102.6532,52.9557,5
2012-05-16,Лесной пожар,3,103.3411,52.5884,3
2012-05-16,Лесной пожар,3,103.2776,52.528,3
2012-05-16,Лесной пожар,3,103.4903,52.4724,1
2012-05-16,Лесной пожар,3,103.7154,52.5028,3
2012-05-16,Лесной пожар,3,104.0089,52.5758,5
2012-05-16,Лесной пожар,3,102.4546,50.805,2
2012-05-16,Лесной пожар,3,102.392,50.7979,3
